Bandit,Reward,Algorithm
3.0,5.241464251602958,ThompsonSampling
3.0,2.4202008735293856,ThompsonSampling
3.0,3.9184116312145005,ThompsonSampling
3.0,6.777296286486601,ThompsonSampling
3.0,3.9401236756792635,ThompsonSampling
3.0,4.091610948081373,ThompsonSampling
3.0,4.279984950824308,ThompsonSampling
3.0,3.6145194273135233,ThompsonSampling
3.0,4.952435006661011,ThompsonSampling
3.0,4.177862114446325,ThompsonSampling
3.0,3.1291443818875124,ThompsonSampling
3.0,3.381690943368855,ThompsonSampling
3.0,4.241894816124575,ThompsonSampling
3.0,3.571768574615881,ThompsonSampling
3.0,3.6684046331544895,ThompsonSampling
3.0,2.885929261716866,ThompsonSampling
3.0,4.636885093403886,ThompsonSampling
3.0,2.141492959599123,ThompsonSampling
3.0,4.4562425235433825,ThompsonSampling
3.0,1.6721862305264352,ThompsonSampling
3.0,2.1821001166459206,ThompsonSampling
3.0,2.7613048125184516,ThompsonSampling
3.0,3.7471834015904864,ThompsonSampling
3.0,3.9296287113242765,ThompsonSampling
3.0,5.389879488415575,ThompsonSampling
3.0,2.168263642965484,ThompsonSampling
3.0,3.8481716861189246,ThompsonSampling
3.0,3.529294441434777,ThompsonSampling
3.0,3.403420044705226,ThompsonSampling
3.0,5.321552747838567,ThompsonSampling
3.0,3.2661098657234136,ThompsonSampling
3.0,3.8867351971766326,ThompsonSampling
3.0,4.061027426610141,ThompsonSampling
3.0,4.285508922659528,ThompsonSampling
3.0,3.3583208113733773,ThompsonSampling
3.0,3.0718500376432996,ThompsonSampling
3.0,4.384833641328117,ThompsonSampling
3.0,4.574695361844749,ThompsonSampling
3.0,2.805489934359997,ThompsonSampling
3.0,4.396740990869634,ThompsonSampling
3.0,3.6009663678839705,ThompsonSampling
3.0,2.594468379694444,ThompsonSampling
3.0,3.5954828319520566,ThompsonSampling
3.0,5.151306555982585,ThompsonSampling
3.0,5.35927116911073,ThompsonSampling
3.0,2.086192689463731,ThompsonSampling
3.0,3.275314281686928,ThompsonSampling
3.0,3.59585834640835,ThompsonSampling
3.0,3.5463671231875744,ThompsonSampling
3.0,6.197632188345849,ThompsonSampling
3.0,4.913039495665876,ThompsonSampling
3.0,4.598520197525943,ThompsonSampling
3.0,4.802853924908422,ThompsonSampling
3.0,4.118427580513203,ThompsonSampling
3.0,3.4470836789946087,ThompsonSampling
3.0,3.005805938404771,ThompsonSampling
3.0,2.370576287909486,ThompsonSampling
3.0,2.637331244975063,ThompsonSampling
3.0,4.756894533386661,ThompsonSampling
3.0,3.0050553396320803,ThompsonSampling
3.0,3.6901886576195837,ThompsonSampling
3.0,2.6374265793621374,ThompsonSampling
3.0,2.8246576481772503,ThompsonSampling
3.0,4.405234634417055,ThompsonSampling
3.0,4.261982418223955,ThompsonSampling
3.0,4.351265711560664,ThompsonSampling
3.0,4.274192780921144,ThompsonSampling
3.0,3.498672382855973,ThompsonSampling
3.0,3.2574106004971943,ThompsonSampling
3.0,1.1398912449153347,ThompsonSampling
3.0,4.714731460772399,ThompsonSampling
3.0,4.9993655239589785,ThompsonSampling
3.0,3.2075184510846717,ThompsonSampling
3.0,4.149473002180443,ThompsonSampling
3.0,4.011492767977951,ThompsonSampling
3.0,4.704585465944337,ThompsonSampling
3.0,5.890875362203943,ThompsonSampling
3.0,4.150040045195141,ThompsonSampling
3.0,5.866592422975765,ThompsonSampling
3.0,4.144665971543924,ThompsonSampling
3.0,4.87113770847959,ThompsonSampling
3.0,3.2397441720170645,ThompsonSampling
3.0,3.6303528048615386,ThompsonSampling
3.0,2.1541852662569214,ThompsonSampling
3.0,5.605018949117636,ThompsonSampling
3.0,5.466432521917371,ThompsonSampling
3.0,4.0647596184589485,ThompsonSampling
3.0,4.993901153648693,ThompsonSampling
3.0,3.1533790995878874,ThompsonSampling
3.0,4.43932169002604,ThompsonSampling
3.0,4.582913104079955,ThompsonSampling
3.0,5.043516599183884,ThompsonSampling
3.0,4.19943887890061,ThompsonSampling
3.0,5.445803813525221,ThompsonSampling
3.0,3.5038566507489266,ThompsonSampling
3.0,4.077268695265797,ThompsonSampling
3.0,3.766414284235631,ThompsonSampling
3.0,5.487336121523869,ThompsonSampling
3.0,3.3062390329043887,ThompsonSampling
3.0,4.376021832105775,ThompsonSampling
3.0,3.866965316054474,ThompsonSampling
3.0,3.4159910869633006,ThompsonSampling
3.0,4.172209179275931,ThompsonSampling
3.0,3.532524561800791,ThompsonSampling
3.0,4.347064142776547,ThompsonSampling
3.0,3.194940704498248,ThompsonSampling
3.0,0.921381649752548,ThompsonSampling
3.0,2.7476622620655595,ThompsonSampling
3.0,5.799524443908722,ThompsonSampling
3.0,3.7395362231290377,ThompsonSampling
3.0,4.295108263362913,ThompsonSampling
3.0,2.738988592817331,ThompsonSampling
3.0,4.248586086436635,ThompsonSampling
3.0,3.961045281020593,ThompsonSampling
3.0,3.3990046543072503,ThompsonSampling
3.0,3.321955071543527,ThompsonSampling
3.0,2.1138712224546525,ThompsonSampling
3.0,4.8122693892149195,ThompsonSampling
3.0,3.577837822013182,ThompsonSampling
3.0,2.4862117269921127,ThompsonSampling
3.0,3.570939548754638,ThompsonSampling
3.0,2.488765599066789,ThompsonSampling
3.0,3.2835308412068205,ThompsonSampling
3.0,6.130833200562186,ThompsonSampling
3.0,4.691367151162154,ThompsonSampling
3.0,2.202105537349941,ThompsonSampling
3.0,4.350442675424006,ThompsonSampling
3.0,3.605539227940419,ThompsonSampling
3.0,4.131338751928022,ThompsonSampling
3.0,3.0925150090515237,ThompsonSampling
3.0,4.799795252848387,ThompsonSampling
3.0,4.036120335912178,ThompsonSampling
3.0,2.849989382737065,ThompsonSampling
3.0,4.781661385604998,ThompsonSampling
3.0,4.585960363014491,ThompsonSampling
3.0,4.1542386957608715,ThompsonSampling
3.0,2.4605748932073865,ThompsonSampling
3.0,2.2293638105785503,ThompsonSampling
3.0,4.369136664551672,ThompsonSampling
3.0,5.003688352880431,ThompsonSampling
3.0,5.9896257578734,ThompsonSampling
3.0,3.2640087473040253,ThompsonSampling
3.0,3.407431880615913,ThompsonSampling
3.0,3.3678008523101832,ThompsonSampling
3.0,3.1613703466509135,ThompsonSampling
3.0,2.749843949263019,ThompsonSampling
3.0,3.506517059409489,ThompsonSampling
3.0,2.425830276836489,ThompsonSampling
3.0,5.511480635362963,ThompsonSampling
3.0,2.968377238087374,ThompsonSampling
3.0,4.314594312419666,ThompsonSampling
3.0,4.144669104679575,ThompsonSampling
3.0,4.556612419655369,ThompsonSampling
3.0,2.512974830274029,ThompsonSampling
3.0,3.5058849404430417,ThompsonSampling
3.0,2.170505012075518,ThompsonSampling
3.0,3.9268045501999373,ThompsonSampling
3.0,4.18459073158236,ThompsonSampling
3.0,3.543480318810785,ThompsonSampling
3.0,3.584515547113106,ThompsonSampling
3.0,3.0497195773010786,ThompsonSampling
3.0,2.8963678839500506,ThompsonSampling
3.0,3.867556050882618,ThompsonSampling
3.0,2.979997329681507,ThompsonSampling
3.0,3.952761958937203,ThompsonSampling
3.0,3.8443429769717947,ThompsonSampling
3.0,4.811967102917971,ThompsonSampling
3.0,4.563120367712822,ThompsonSampling
3.0,3.8417249172083694,ThompsonSampling
3.0,3.440758168118614,ThompsonSampling
3.0,5.014752079785107,ThompsonSampling
3.0,4.902357769583267,ThompsonSampling
3.0,4.793410397968646,ThompsonSampling
3.0,2.407446715010905,ThompsonSampling
3.0,4.091506928175638,ThompsonSampling
3.0,4.0318924363257995,ThompsonSampling
3.0,2.4145202473302385,ThompsonSampling
3.0,5.512810272971118,ThompsonSampling
3.0,5.3660249142197,ThompsonSampling
3.0,4.18613601985798,ThompsonSampling
3.0,5.970803028171935,ThompsonSampling
3.0,5.4712268773054475,ThompsonSampling
3.0,4.561411961426198,ThompsonSampling
3.0,3.839940665009461,ThompsonSampling
3.0,4.033902317269789,ThompsonSampling
3.0,4.2791910475138994,ThompsonSampling
3.0,2.5292654951883713,ThompsonSampling
3.0,5.641969363433857,ThompsonSampling
3.0,3.8368554721478185,ThompsonSampling
3.0,2.12109542438737,ThompsonSampling
3.0,5.412540339477678,ThompsonSampling
3.0,3.0968413623245956,ThompsonSampling
3.0,4.499327574115586,ThompsonSampling
3.0,5.210774229208511,ThompsonSampling
3.0,4.342493440147372,ThompsonSampling
3.0,1.5937440333709958,ThompsonSampling
3.0,3.1551197925032755,ThompsonSampling
3.0,4.641252083008016,ThompsonSampling
3.0,2.8295875711667184,ThompsonSampling
3.0,4.129624717951697,ThompsonSampling
3.0,4.698484646087961,ThompsonSampling
3.0,3.5385834152476523,ThompsonSampling
3.0,4.508529088106234,ThompsonSampling
3.0,1.9477908115579545,ThompsonSampling
3.0,3.195931227855318,ThompsonSampling
3.0,3.594387778395217,ThompsonSampling
3.0,4.686313289949728,ThompsonSampling
3.0,4.797468073039543,ThompsonSampling
3.0,3.9814778567993123,ThompsonSampling
3.0,5.638760694780595,ThompsonSampling
3.0,4.06563099751268,ThompsonSampling
3.0,5.253747113990798,ThompsonSampling
3.0,5.012330344892926,ThompsonSampling
3.0,3.2195489850327212,ThompsonSampling
3.0,2.0160689190509724,ThompsonSampling
3.0,2.7827623355018902,ThompsonSampling
3.0,3.482759148855197,ThompsonSampling
3.0,4.416581657423306,ThompsonSampling
3.0,4.205515618473155,ThompsonSampling
3.0,2.0545797158825394,ThompsonSampling
3.0,4.475023259205431,ThompsonSampling
3.0,3.6655442994712124,ThompsonSampling
3.0,5.577263367302125,ThompsonSampling
3.0,3.5319830603373226,ThompsonSampling
3.0,3.5112641080658764,ThompsonSampling
3.0,4.7047336368975055,ThompsonSampling
3.0,5.448471553172223,ThompsonSampling
3.0,3.2818362946886297,ThompsonSampling
3.0,4.240051200435485,ThompsonSampling
3.0,4.2217441454667295,ThompsonSampling
3.0,4.945716442809442,ThompsonSampling
3.0,4.262684416323528,ThompsonSampling
3.0,3.080644840398847,ThompsonSampling
3.0,2.9243588903998443,ThompsonSampling
3.0,4.427206564841417,ThompsonSampling
3.0,4.580684904567738,ThompsonSampling
3.0,5.110381787954727,ThompsonSampling
3.0,4.52352603914324,ThompsonSampling
3.0,3.7252191572902644,ThompsonSampling
3.0,3.370721142372323,ThompsonSampling
3.0,3.0210425965336523,ThompsonSampling
3.0,2.795933177533527,ThompsonSampling
3.0,6.198787366878008,ThompsonSampling
3.0,3.9227195383393845,ThompsonSampling
3.0,3.568875591019633,ThompsonSampling
3.0,4.195222429461515,ThompsonSampling
3.0,2.308976251182605,ThompsonSampling
3.0,5.050950266016728,ThompsonSampling
3.0,2.8137742473365996,ThompsonSampling
3.0,3.668010725553516,ThompsonSampling
3.0,5.669450275448185,ThompsonSampling
3.0,4.943819982018925,ThompsonSampling
3.0,4.6075542291880485,ThompsonSampling
3.0,4.516071043357717,ThompsonSampling
3.0,5.792602534085727,ThompsonSampling
3.0,4.255520458496664,ThompsonSampling
3.0,3.0086824425704557,ThompsonSampling
3.0,3.062601746333237,ThompsonSampling
3.0,3.149484607964247,ThompsonSampling
3.0,2.6676642341338686,ThompsonSampling
3.0,5.064821774258664,ThompsonSampling
3.0,4.425627436179467,ThompsonSampling
3.0,3.692286221216799,ThompsonSampling
3.0,5.176820151188044,ThompsonSampling
3.0,4.007438716991876,ThompsonSampling
3.0,4.329159843014148,ThompsonSampling
3.0,4.603413229398849,ThompsonSampling
3.0,3.8815971916975376,ThompsonSampling
3.0,4.816574579272636,ThompsonSampling
3.0,4.149820677556279,ThompsonSampling
3.0,5.126932997589986,ThompsonSampling
3.0,5.190191328483375,ThompsonSampling
3.0,3.7399367643880455,ThompsonSampling
3.0,4.0840987311581225,ThompsonSampling
3.0,6.033035123628876,ThompsonSampling
3.0,3.587204272725941,ThompsonSampling
3.0,3.8760003090358564,ThompsonSampling
3.0,3.7994316970751196,ThompsonSampling
3.0,5.693117973879264,ThompsonSampling
3.0,4.3228731721896985,ThompsonSampling
3.0,4.1406462268848765,ThompsonSampling
3.0,4.253487881223023,ThompsonSampling
3.0,2.586795722353543,ThompsonSampling
3.0,5.612154875479157,ThompsonSampling
3.0,5.549991324684535,ThompsonSampling
3.0,3.5178530041199534,ThompsonSampling
3.0,3.371108027612884,ThompsonSampling
3.0,5.073430073224622,ThompsonSampling
3.0,3.040264105968803,ThompsonSampling
3.0,3.810499271586043,ThompsonSampling
3.0,3.7999676371309636,ThompsonSampling
3.0,4.237040921678471,ThompsonSampling
3.0,5.83569059976943,ThompsonSampling
3.0,2.617854362277061,ThompsonSampling
3.0,2.518009245077684,ThompsonSampling
3.0,4.836267336540568,ThompsonSampling
3.0,3.423283520738204,ThompsonSampling
3.0,4.754946558002514,ThompsonSampling
3.0,3.8781148839134003,ThompsonSampling
3.0,4.061675396190418,ThompsonSampling
3.0,3.8257135294693887,ThompsonSampling
3.0,4.0847621643675955,ThompsonSampling
3.0,4.461623610269644,ThompsonSampling
3.0,4.240159471660858,ThompsonSampling
3.0,5.154475148598061,ThompsonSampling
3.0,4.454481475766972,ThompsonSampling
3.0,1.6032977367273902,ThompsonSampling
3.0,3.7334459264989057,ThompsonSampling
3.0,4.23619872253612,ThompsonSampling
3.0,2.5492412869551337,ThompsonSampling
3.0,3.574004930689094,ThompsonSampling
3.0,5.19446616855892,ThompsonSampling
3.0,4.594262640100185,ThompsonSampling
3.0,4.748611911038494,ThompsonSampling
3.0,4.1238736133080245,ThompsonSampling
3.0,5.627330422893813,ThompsonSampling
3.0,4.567871105317152,ThompsonSampling
3.0,2.5032935406819874,ThompsonSampling
3.0,4.371888050021662,ThompsonSampling
3.0,4.453284612159727,ThompsonSampling
3.0,4.38267074801136,ThompsonSampling
3.0,3.8497409926824617,ThompsonSampling
3.0,5.4262210865905995,ThompsonSampling
3.0,4.310911941674941,ThompsonSampling
3.0,5.114397649495615,ThompsonSampling
3.0,3.095720863190105,ThompsonSampling
3.0,2.8483314172062504,ThompsonSampling
3.0,4.574817795588565,ThompsonSampling
3.0,3.532600602675539,ThompsonSampling
3.0,4.426832307381587,ThompsonSampling
3.0,4.547915279572865,ThompsonSampling
3.0,4.294932182821304,ThompsonSampling
3.0,2.7329306492886296,ThompsonSampling
3.0,5.047077368212158,ThompsonSampling
3.0,3.314215562262029,ThompsonSampling
3.0,4.135614924564682,ThompsonSampling
3.0,4.531153044849592,ThompsonSampling
3.0,5.078757986378421,ThompsonSampling
3.0,4.613270687096259,ThompsonSampling
3.0,3.402989465908412,ThompsonSampling
3.0,4.129715181390836,ThompsonSampling
3.0,2.162712701879633,ThompsonSampling
3.0,4.139415049370535,ThompsonSampling
3.0,2.6227686253692104,ThompsonSampling
3.0,5.242888782293983,ThompsonSampling
3.0,3.6987797778594356,ThompsonSampling
3.0,3.9176426005466616,ThompsonSampling
3.0,3.8836905890681526,ThompsonSampling
3.0,3.5096744959436634,ThompsonSampling
3.0,3.9005743353180797,ThompsonSampling
3.0,4.288415306874834,ThompsonSampling
3.0,3.5916191479055657,ThompsonSampling
3.0,2.1586938253398396,ThompsonSampling
3.0,4.326933739377375,ThompsonSampling
3.0,3.1253911860404973,ThompsonSampling
3.0,2.8341678908374948,ThompsonSampling
3.0,4.006078726159296,ThompsonSampling
3.0,3.9093515346649657,ThompsonSampling
3.0,3.2505204911484533,ThompsonSampling
3.0,2.1753366470518136,ThompsonSampling
3.0,3.8425664463307125,ThompsonSampling
3.0,4.728300443377958,ThompsonSampling
3.0,4.122453587554835,ThompsonSampling
3.0,4.094286890705602,ThompsonSampling
3.0,2.8847837383539288,ThompsonSampling
3.0,5.555643118361544,ThompsonSampling
3.0,5.027039299650729,ThompsonSampling
3.0,3.345377620845735,ThompsonSampling
3.0,4.305095995524357,ThompsonSampling
3.0,3.927341827861863,ThompsonSampling
3.0,5.077682544521074,ThompsonSampling
